Statement,Suspiciousness
org.apache.commons.math.stat.Frequency#57,0.9831460674157303
org.apache.commons.math.stat.Frequency#58,0.9831460674157303
org.apache.commons.math.stat.Frequency#59,0.9831460674157303
org.apache.commons.math.stat.Frequency#66,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#67,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#68,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#78,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#79,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#80,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#81,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#82,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#83,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#84,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#85,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#86,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#87,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#88,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#89,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#90,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#91,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#92,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#93,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#121,0.9859550561797753
org.apache.commons.math.stat.Frequency#122,0.9859550561797753
org.apache.commons.math.stat.Frequency#123,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#126,0.9859550561797753
org.apache.commons.math.stat.Frequency#127,-0.014044943820224719
org.apache.commons.math.stat.Frequency#128,-0.014044943820224719
org.apache.commons.math.stat.Frequency#130,-0.011235955056179775
org.apache.commons.math.stat.Frequency#135,-0.014044943820224719
org.apache.commons.math.stat.Frequency#132,0.9971910112359551
org.apache.commons.math.stat.Frequency#134,0.9971910112359551
org.apache.commons.math.stat.Frequency#136,-0.014044943820224719
org.apache.commons.math.stat.Frequency#144,-0.014044943820224719
org.apache.commons.math.stat.Frequency#145,-0.011235955056179775
org.apache.commons.math.stat.Frequency#153,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#154,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#162,-0.008426966292134831
org.apache.commons.math.stat.Frequency#163,-0.008426966292134831
org.apache.commons.math.stat.Frequency#171,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#172,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#176,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#177,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#189,-0.011235955056179775
org.apache.commons.math.stat.Frequency#200,-0.016853932584269662
org.apache.commons.math.stat.Frequency#201,-0.016853932584269662
org.apache.commons.math.stat.Frequency#202,-0.016853932584269662
org.apache.commons.math.stat.Frequency#203,-0.014044943820224719
org.apache.commons.math.stat.Frequency#205,-0.016853932584269662
org.apache.commons.math.stat.Frequency#216,-0.016853932584269662
org.apache.commons.math.stat.Frequency#217,-0.008426966292134831
org.apache.commons.math.stat.Frequency#219,-0.016853932584269662
org.apache.commons.math.stat.Frequency#221,-0.016853932584269662
org.apache.commons.math.stat.Frequency#222,-0.016853932584269662
org.apache.commons.math.stat.Frequency#223,-0.014044943820224719
org.apache.commons.math.stat.Frequency#227,-0.016853932584269662
org.apache.commons.math.stat.Frequency#225,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#228,-0.016853932584269662
org.apache.commons.math.stat.Frequency#238,-0.008426966292134831
org.apache.commons.math.stat.Frequency#248,-0.008426966292134831
org.apache.commons.math.stat.Frequency#258,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#273,-0.014044943820224719
org.apache.commons.math.stat.Frequency#274,-0.014044943820224719
org.apache.commons.math.stat.Frequency#275,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#277,-0.011235955056179775
org.apache.commons.math.stat.Frequency#288,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#299,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#310,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#324,-0.016853932584269662
org.apache.commons.math.stat.Frequency#325,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#327,-0.014044943820224719
org.apache.commons.math.stat.Frequency#328,-0.008426966292134831
org.apache.commons.math.stat.Frequency#330,-0.014044943820224719
org.apache.commons.math.stat.Frequency#331,-0.014044943820224719
org.apache.commons.math.stat.Frequency#332,-0.014044943820224719
org.apache.commons.math.stat.Frequency#334,-0.014044943820224719
org.apache.commons.math.stat.Frequency#337,-0.014044943820224719
org.apache.commons.math.stat.Frequency#338,-0.014044943820224719
org.apache.commons.math.stat.Frequency#339,-0.014044943820224719
org.apache.commons.math.stat.Frequency#343,-0.014044943820224719
org.apache.commons.math.stat.Frequency#341,-0.008426966292134831
org.apache.commons.math.stat.Frequency#342,-0.008426966292134831
org.apache.commons.math.stat.Frequency#345,-0.014044943820224719
org.apache.commons.math.stat.Frequency#346,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#349,-0.014044943820224719
org.apache.commons.math.stat.Frequency#350,-0.011235955056179775
org.apache.commons.math.stat.Frequency#353,-0.011235955056179775
org.apache.commons.math.stat.Frequency#354,-0.011235955056179775
org.apache.commons.math.stat.Frequency#355,-0.011235955056179775
org.apache.commons.math.stat.Frequency#356,-0.011235955056179775
org.apache.commons.math.stat.Frequency#357,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#359,-0.011235955056179775
org.apache.commons.math.stat.Frequency#361,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#362,0.0
org.apache.commons.math.stat.Frequency#374,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#386,-0.008426966292134831
org.apache.commons.math.stat.Frequency#398,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#415,-0.016853932584269662
org.apache.commons.math.stat.Frequency#416,-0.016853932584269662
org.apache.commons.math.stat.Frequency#417,-0.0056179775280898875
org.apache.commons.math.stat.Frequency#419,-0.014044943820224719
org.apache.commons.math.stat.Frequency#432,-0.011235955056179775
org.apache.commons.math.stat.Frequency#445,-0.0028089887640449437
org.apache.commons.math.stat.Frequency#458,-0.0056179775280898875
org.apache.commons.math.stat.Frequency$NaturalComparator#465,-0.014044943820224719
org.apache.commons.math.stat.Frequency$NaturalComparator#484,-0.014044943820224719
