Line,Suspiciousness
com/google/javascript/jscomp/TypedScopeCreator.java#540,-2.2840126962555752e-05
com/google/javascript/jscomp/TypedScopeCreator.java#541,-2.2840126962555752e-05
com/google/javascript/jscomp/TypeCheck.java#59,2.999763747436731
com/google/javascript/jscomp/CodeGenerator.java#1091,0.9999735911031995
com/google/javascript/jscomp/CodeGenerator.java#1092,0.9999735911031995
com/google/javascript/jscomp/CheckAccessControls.java#92,2.999763747436731
com/google/javascript/jscomp/CodeGenerator.java#1097,2.9998158514763644
com/google/javascript/jscomp/CodeGenerator.java#1098,2.9998158514763644
com/google/javascript/jscomp/CompilerOptions.java#684,2.999763747436731
com/google/javascript/jscomp/CompilerOptions.java#686,2.999763747436731
com/google/javascript/jscomp/CompilerOptions.java#688,2.999763747436731
com/google/javascript/jscomp/NodeUtil.java#1175,0.9999271970953069
com/google/javascript/rhino/Node.java#1797,0.0
com/google/javascript/jscomp/NodeUtil.java#1176,0.0
com/google/javascript/jscomp/LoggerErrorManager.java#37,2.9998308403096834
com/google/javascript/jscomp/LoggerErrorManager.java#39,2.9998308403096834
com/google/javascript/jscomp/LoggerErrorManager.java#38,2.9998308403096834
com/google/javascript/rhino/Node.java#1798,0.0
com/google/javascript/jscomp/SyntacticScopeCreator.java#105,2.999787301317661
com/google/javascript/rhino/Node.java#1245,-4.996277773059071e-05
com/google/javascript/jscomp/AstValidator.java#809,2.9998087139366887
com/google/javascript/rhino/Node.java#1243,-3.069142060593429e-05
com/google/javascript/rhino/Node.java#1242,-5.281779360091018e-05
com/google/javascript/jscomp/AstValidator.java#800,2.9998087139366887
com/google/javascript/jscomp/AstValidator.java#801,0.0
com/google/javascript/jscomp/AstValidator.java#802,0.0
com/google/javascript/jscomp/AstValidator.java#803,0.0
com/google/javascript/jscomp/AstValidator.java#805,2.9998087139366887
com/google/javascript/jscomp/DisambiguateProperties.java#1048,0.0
com/google/javascript/jscomp/DisambiguateProperties.java#1049,0.0
com/google/javascript/jscomp/DisambiguateProperties.java#1043,0.0
com/google/javascript/jscomp/TypeValidator.java#720,-2.141261902739602e-06
com/google/javascript/jscomp/TypeValidator.java#721,0.0
com/google/javascript/jscomp/TypeValidator.java#727,-2.141261902739602e-06
com/google/javascript/jscomp/TypeValidator.java#728,-2.141261902739602e-06
com/google/javascript/jscomp/TypeValidator.java#729,-2.141261902739602e-06
com/google/javascript/jscomp/CheckSideEffects.java#189,-3.5687698378993366e-06
com/google/javascript/jscomp/CheckSideEffects.java#180,-3.5687698378993366e-06
com/google/javascript/jscomp/CheckSideEffects.java#181,-3.5687698378993366e-06
com/google/javascript/jscomp/CheckSideEffects.java#182,-3.5687698378993366e-06
com/google/javascript/jscomp/CheckSideEffects.java#183,-3.5687698378993366e-06
com/google/javascript/jscomp/CheckSideEffects.java#184,-3.5687698378993366e-06
com/google/javascript/jscomp/CheckSideEffects.java#186,-6.352410311460818e-05
com/google/javascript/rhino/jstype/JSType.java#1079,-2.2840126962555752e-05
com/google/javascript/jscomp/DefaultPassConfig.java#1702,-0.00017415596808948762
com/google/javascript/jscomp/DefaultPassConfig.java#1703,-0.00017415596808948762
com/google/javascript/jscomp/DefaultPassConfig.java#1706,-6.138284121186858e-05
com/google/javascript/jscomp/Tracer.java#615,0.0
com/google/javascript/jscomp/JSModuleGraph.java#356,-6.9947888822827e-05
com/google/javascript/jscomp/JSModuleGraph.java#357,-6.9947888822827e-05
com/google/javascript/jscomp/JSModuleGraph.java#352,-6.9947888822827e-05
com/google/javascript/jscomp/JSModuleGraph.java#353,-6.9947888822827e-05
com/google/javascript/jscomp/JSModuleGraph.java#358,-6.9947888822827e-05
com/google/javascript/jscomp/JSModuleGraph.java#359,-6.9947888822827e-05
com/google/javascript/jscomp/NodeUtil.java#1478,0.0
com/google/javascript/jscomp/NodeUtil.java#1474,0.0
com/google/javascript/jscomp/NodeUtil.java#1476,0.0
