Line,Suspiciousness
org/mockito/internal/creation/jmock/ClassImposterizer.java#89,0.560388255115127
org/mockito/internal/creation/jmock/ClassImposterizer.java#82,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#81,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#86,0.560388255115127
org/mockito/internal/creation/jmock/ClassImposterizer.java#87,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#84,0.560388255115127
org/mockito/internal/creation/jmock/ClassImposterizer.java#85,0.560388255115127
org/mockito/Mockito.java#1090,0
org/mockito/Mockito.java#1091,0
org/mockito/exceptions/Reporter.java#182,0
org/mockito/exceptions/Reporter.java#183,0
org/mockito/exceptions/Reporter.java#180,0
org/mockito/exceptions/Reporter.java#181,0
org/mockito/exceptions/Reporter.java#188,0
org/mockito/exceptions/Reporter.java#189,0
org/mockito/internal/invocation/Invocation.java#186,0
org/mockito/internal/invocation/Invocation.java#182,0
org/mockito/internal/matchers/Equals.java#48,0
org/mockito/internal/matchers/Equals.java#46,0
org/mockito/internal/matchers/Equals.java#44,0
org/mockito/internal/matchers/Equals.java#45,0
org/mockito/internal/matchers/Equals.java#43,0
org/mockito/internal/MockitoCore.java#62,0
org/mockito/internal/MockitoCore.java#63,0
org/mockito/internal/MockitoCore.java#60,0
org/mockito/internal/MockitoCore.java#61,0
org/mockito/internal/MockitoCore.java#66,0
org/mockito/internal/MockitoCore.java#65,0
org/mockito/exceptions/Reporter.java#334,0
org/mockito/exceptions/Reporter.java#332,0
org/mockito/exceptions/Reporter.java#338,0
org/mockito/internal/creation/MockSettingsImpl.java#21,0
org/mockito/internal/creation/MockSettingsImpl.java#22,0
org/mockito/internal/creation/MockSettingsImpl.java#26,0
org/mockito/internal/creation/MockSettingsImpl.java#27,0
org/mockito/internal/MockitoCore.java#88,0
org/mockito/internal/MockitoCore.java#89,0
org/mockito/exceptions/misusing/WrongTypeOfReturnValue.java#14,0
org/mockito/exceptions/misusing/WrongTypeOfReturnValue.java#15,0
org/mockito/internal/MockitoCore.java#80,0
org/mockito/internal/MockitoCore.java#81,0
org/mockito/internal/MockitoCore.java#82,0
org/mockito/internal/MockitoCore.java#84,0
org/mockito/internal/MockitoCore.java#85,0
org/mockito/internal/MockitoCore.java#87,0
org/mockito/exceptions/Reporter.java#429,0
org/mockito/exceptions/Reporter.java#428,0
org/mockito/Matchers.java#551,0
org/mockito/exceptions/Reporter.java#425,0
org/mockito/exceptions/Reporter.java#424,0
org/mockito/exceptions/Reporter.java#427,0
org/mockito/exceptions/Reporter.java#426,0
org/mockito/internal/progress/MockingProgressImpl.java#56,0
org/mockito/internal/progress/MockingProgressImpl.java#57,0
org/mockito/internal/progress/MockingProgressImpl.java#55,0
org/mockito/internal/progress/MockingProgressImpl.java#52,0.44490583616157586
org/mockito/configuration/DefaultMockitoConfiguration.java#46,0
org/mockito/internal/progress/MockingProgressImpl.java#51,0.4386358566573502
org/mockito/Matchers.java#171,0
org/mockito/internal/configuration/GlobalConfiguration.java#19,0.5537416656313414
org/mockito/Matchers.java#602,0
org/mockito/Mockito.java#1416,0
org/mockito/Mockito.java#749,0
org/mockito/internal/invocation/InvocationMatcher.java#43,0.4335443037974684
org/mockito/internal/invocation/InvocationMatcher.java#47,0.47308236626096806
org/mockito/exceptions/Reporter.java#117,0
org/mockito/internal/stubbing/OngoingStubbingImpl.java#31,0
org/mockito/Matchers.java#590,0
org/mockito/exceptions/Reporter.java#119,0
org/mockito/exceptions/verification/WantedButNotInvoked.java#20,0
org/mockito/Mockito.java#1307,0
org/mockito/internal/exceptions/base/StackTraceFilter.java#29,0.5786194004015786
org/mockito/Mockito.java#1242,0
org/mockito/internal/progress/ArgumentMatcherStorageImpl.java#51,0
org/mockito/internal/progress/ArgumentMatcherStorageImpl.java#52,0
org/mockito/internal/progress/ArgumentMatcherStorageImpl.java#53,0
org/mockito/internal/progress/ArgumentMatcherStorageImpl.java#54,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#120,0.6168438145851786
org/mockito/internal/creation/jmock/ClassImposterizer.java#123,0
org/mockito/internal/stubbing/MockitoStubber.java#47,0.5162386298704307
org/mockito/internal/stubbing/MockitoStubber.java#46,0.5162386298704307
org/mockito/internal/stubbing/MockitoStubber.java#45,0.5162386298704307
org/mockito/internal/invocation/Invocation.java#48,0.5868010146314061
org/mockito/internal/stubbing/MockitoStubber.java#42,0
org/mockito/internal/stubbing/MockitoStubber.java#41,0
org/mockito/internal/invocation/Invocation.java#44,0.5868010146314061
org/mockito/internal/invocation/Invocation.java#45,0.5868010146314061
org/mockito/internal/invocation/Invocation.java#46,0.5868010146314061
org/mockito/internal/invocation/Invocation.java#47,0.5868010146314061
org/mockito/internal/stubbing/MockitoStubber.java#48,0.5370218645075265
org/mockito/internal/configuration/GlobalConfiguration.java#34,0.5537416656313414
org/mockito/internal/configuration/GlobalConfiguration.java#35,0.5537416656313414
org/mockito/exceptions/Reporter.java#199,0
org/mockito/internal/stubbing/MockitoStubber.java#90,0
org/mockito/exceptions/Reporter.java#191,0
org/mockito/exceptions/Reporter.java#190,0
org/mockito/exceptions/Reporter.java#192,0
org/mockito/exceptions/Reporter.java#197,0
org/mockito/internal/configuration/GlobalConfiguration.java#31,0.5537416656313414
org/mockito/Mockito.java#835,0.5777243935950502
org/mockito/internal/MockitoCore.java#33,0.560388255115127
org/mockito/internal/matchers/Equals.java#59,0
org/mockito/internal/matchers/Equals.java#58,0
org/mockito/internal/matchers/Equals.java#53,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#59,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#58,0.560388255115127
org/mockito/internal/creation/jmock/ClassImposterizer.java#51,0.560388255115127
org/mockito/internal/creation/jmock/ClassImposterizer.java#50,0.560388255115127
org/mockito/internal/creation/jmock/ClassImposterizer.java#53,0.560388255115127
org/mockito/internal/MockitoCore.java#75,0
org/mockito/internal/MockitoCore.java#74,0
org/mockito/internal/MockitoCore.java#77,0
org/mockito/internal/MockitoCore.java#71,0
org/mockito/internal/MockitoCore.java#70,0
org/mockito/internal/MockitoCore.java#72,0
org/mockito/internal/MockHandler.java#94,0
org/mockito/internal/MockHandler.java#95,0
org/mockito/internal/MockHandler.java#97,0.4754914511678189
org/mockito/internal/MockHandler.java#92,0.4481085283787769
org/mockito/internal/MockHandler.java#93,0
org/mockito/internal/creation/jmock/SerializableNoOp.java#8,0.560388255115127
org/mockito/exceptions/Reporter.java#299,0
org/mockito/exceptions/Reporter.java#292,0
org/mockito/exceptions/Reporter.java#293,0
org/mockito/exceptions/Reporter.java#290,0
org/mockito/exceptions/Reporter.java#291,0
org/mockito/exceptions/Reporter.java#294,0
org/mockito/internal/creation/MockSettingsImpl.java#37,0
org/mockito/internal/creation/MockSettingsImpl.java#34,0
org/mockito/internal/creation/MockSettingsImpl.java#33,0
