Statement,Suspiciousness
org.apache.commons.lang3.time.FormatCache#35,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#41,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#171,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#44,1.9967009072505062
org.apache.commons.lang3.time.FormatCache#54,-7.497938067031566e-05
org.apache.commons.lang3.time.FormatCache#70,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#71,0.0
org.apache.commons.lang3.time.FormatCache#73,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#74,1.998312963934918
org.apache.commons.lang3.time.FormatCache#76,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#77,1.9986128814575992
org.apache.commons.lang3.time.FormatCache#79,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#80,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#81,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#82,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#83,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#84,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#87,0.0
org.apache.commons.lang3.time.FormatCache#90,1.9967383969408412
org.apache.commons.lang3.time.FormatCache#120,-0.00029991752268126266
org.apache.commons.lang3.time.FormatCache#121,-0.000224938142010947
org.apache.commons.lang3.time.FormatCache#123,-0.00029991752268126266
org.apache.commons.lang3.time.FormatCache#124,-0.00029991752268126266
org.apache.commons.lang3.time.FormatCache#137,-0.00041238659368673616
org.apache.commons.lang3.time.FormatCache#139,-0.00041238659368673616
org.apache.commons.lang3.time.FormatCache#140,-0.00041238659368673616
org.apache.commons.lang3.time.FormatCache#143,-0.00041238659368673616
org.apache.commons.lang3.time.FormatCache#144,-3.748969033515783e-05
org.apache.commons.lang3.time.FormatCache#146,-0.0003748969033515783
org.apache.commons.lang3.time.FormatCache#147,-0.00018744845167578916
org.apache.commons.lang3.time.FormatCache#150,-0.00018744845167578916
org.apache.commons.lang3.time.FormatCache#152,-0.00041238659368673616
org.apache.commons.lang3.time.FormatCache#153,-0.00041238659368673616
org.apache.commons.lang3.time.FormatCache#154,-0.00041238659368673616
org.apache.commons.lang3.time.FormatCache#158,0.0
org.apache.commons.lang3.time.FormatCache#162,-0.00041238659368673616
org.apache.commons.lang3.time.FormatCache#160,0.0
org.apache.commons.lang3.time.FormatCache#161,0.0
org.apache.commons.lang3.time.FormatCache#164,-0.00041238659368673616
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#754,-0.0005998350453625253
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#755,-0.0005998350453625253
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#747,-0.0005998350453625253
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#762,-0.0005998350453625253
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#770,-0.000224938142010947
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#771,-0.000224938142010947
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#778,-0.000224938142010947
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#779,-0.000224938142010947
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#781,0.0
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#782,0.0
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField#784,-0.000224938142010947
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#800,-0.0034865412011696783
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#801,-0.0034865412011696783
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#803,0.0
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#805,-0.0034865412011696783
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#806,-0.0034865412011696783
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#807,-0.0034865412011696783
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#814,-0.0034865412011696783
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#822,-0.0016495463747469446
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#823,-0.0016495463747469446
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#830,-0.0016495463747469446
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#831,-0.0003374072130164205
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#832,-0.0003374072130164205
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#834,-0.0003374072130164205
org.apache.commons.lang3.time.FastDatePrinter$PaddedNumberField#835,-0.0003374072130164205
