Statement,Suspiciousness
org.mockito.internal.util.StringJoiner#7,0.0
org.mockito.internal.progress.SequenceNumber#7,0.0
org.mockito.exceptions.verification.junit.JUnitTool#9,0.0
org.mockito.internal.creation.cglib.MockitoNamingPolicy#9,0.0013315579227696406
org.mockito.internal.progress.SequenceNumber#9,0.0013404825737265416
org.mockito.internal.verification.VerificationModeFactory#9,0.0
org.mockito.internal.util.Primitives#10,0.0
org.mockito.internal.util.ListUtil#10,0.0
org.mockito.internal.configuration.ClassPathLoader#10,0.005298013245033113
org.mockito.internal.util.StringJoiner#10,0.0
org.mockito.internal.stubbing.answers.DoesNothing#10,0.0
org.mockito.internal.exceptions.base.ConditionalStackTraceFilter#10,0.0
org.mockito.internal.creation.MockSettingsImpl#11,0.0013315579227696406
org.mockito.internal.util.StringJoiner#11,0.0
org.mockito.internal.progress.ThreadSafeMockingProgress#11,0.005298013245033113
org.mockito.internal.creation.cglib.MockitoNamingPolicy#11,0.0013315579227696406
org.mockito.internal.util.CreationValidator#11,0.0013315579227696406
org.mockito.internal.creation.cglib.CGLIBHacker#11,0.0013404825737265416
org.mockito.internal.stubbing.answers.AnswersValidator#11,0.001445086705202312
org.mockito.internal.util.StringJoiner#12,0.0
org.mockito.internal.verification.VerificationModeFactory#12,0.0
org.mockito.internal.progress.SequenceNumber#12,0.0013404825737265416
org.mockito.internal.exceptions.base.StackTraceFilter#12,0.0013315579227696406
org.mockito.internal.reporting.PrintSettings#12,0.0
org.mockito.internal.exceptions.base.ConditionalStackTraceFilter#12,0.0
org.mockito.internal.stubbing.answers.DoesNothing#13,0.0
org.mockito.internal.debugging.Location#13,0.0013315579227696406
org.mockito.internal.debugging.Localized#13,0.0014044943820224719
org.mockito.internal.util.ListUtil#13,0.001402524544179523
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#13,0.0013315579227696406
org.mockito.internal.progress.ThreadSafeMockingProgress#13,0.005298013245033113
org.mockito.internal.util.Primitives#13,0.0014104372355430183
org.mockito.internal.util.MockName#13,0.0013315579227696406
org.mockito.internal.stubbing.BaseStubbing#13,0.0013531799729364006
org.mockito.internal.matchers.Any#13,0.0015060240963855422
org.mockito.internal.exceptions.base.ConditionalStackTraceFilter#13,0.0
