Statement,Suspiciousness
org.mockito.internal.configuration.plugins.DefaultPluginSwitch#5,0.38125268315791033
org.mockito.internal.creation.instance.InstantiatorProvider#5,0.429626560977339
org.mockito.internal.creation.instance.ObjenesisInstantiator#6,0.42937198470339377
org.mockito.internal.configuration.plugins.DefaultPluginSwitch#7,0
org.mockito.internal.creation.instance.InstantiatorProvider#7,0.42937198470339377
org.mockito.internal.configuration.plugins.PluginRegistry#7,0.38125268315791033
org.mockito.exceptions.misusing.CannotStubVoidMethodWithReturnValue#7,0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner#8,0.44438117669388616
org.mockito.mock.SerializableMode#8,0.428356689469537
org.mockito.internal.creation.instance.InstantiationException#8,0
org.mockito.exceptions.misusing.CannotStubVoidMethodWithReturnValue#8,0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleanerProvider#9,0.38125268315791033
org.mockito.mock.SerializableMode#9,0.428356689469537
org.mockito.internal.configuration.plugins.Plugins#9,0
org.mockito.internal.util.reflection.FieldCopier#9,0.897228169750107
org.mockito.internal.creation.instance.InstantiationException#9,0
org.mockito.internal.util.reflection.AccessibilityChanger#9,0.42634043583434894
org.mockito.internal.configuration.plugins.PluginRegistry#9,0.38125268315791033
org.mockito.internal.creation.instance.InstantiatorProvider#10,0.429626560977339
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner#10,0
org.mockito.internal.util.collections.Iterables#10,0
org.mockito.internal.creation.instance.ObjenesisInstantiator#11,0.42937198470339377
org.mockito.internal.util.reflection.AccessibilityChanger#11,0.4265914289145417
org.mockito.internal.creation.instance.InstantiatorProvider#11,0
org.mockito.internal.util.Checks#11,0
org.mockito.internal.util.reflection.LenientCopyTool#11,0.897228169750107
org.mockito.internal.util.collections.ListUtil#11,0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner#11,0
org.mockito.internal.configuration.plugins.Plugins#11,0.38125268315791033
org.mockito.internal.util.reflection.FieldCopier#12,0.9062047792678475
org.mockito.internal.configuration.plugins.PluginRegistry#12,0.38125268315791033
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner#12,0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleanerProvider#12,0.44438117669388616
org.mockito.internal.util.reflection.FieldCopier#13,0.9062047792678475
org.mockito.internal.creation.instance.InstantiatorProvider#13,0.43193140485183484
org.mockito.exceptions.misusing.CannotVerifyStubOnlyMock#13,0
org.mockito.internal.util.reflection.LenientCopyTool#13,0.897228169750107
org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter#13,0.628125276286466
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner#13,0
org.mockito.internal.handler.MockHandlerFactory#13,0.429626560977339
org.mockito.internal.util.ObjectMethodsGuru#13,0.42434307408716904
org.mockito.mock.SerializableMode#14,0.428356689469537
org.mockito.internal.util.reflection.FieldCopier#14,0.9062047792678475
org.mockito.exceptions.verification.SmartNullPointerException#14,0
org.mockito.internal.util.Checks#14,0.38085191597912416
org.mockito.internal.util.collections.ListUtil#14,0.6227272223526366
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#14,0.42634043583434894
org.mockito.internal.util.reflection.FieldSetter#14,0.5748104722013495
org.mockito.internal.util.collections.Sets#14,0
org.mockito.internal.configuration.injection.MockInjectionStrategy#14,0.38085191597912416
org.mockito.exceptions.misusing.CannotVerifyStubOnlyMock#14,0
org.mockito.internal.creation.instance.ObjenesisInstantiator#14,0.43193140485183484
org.mockito.exceptions.misusing.MockitoConfigurationException#14,0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner#14,0
org.mockito.internal.verification.SingleRegisteredInvocation#14,0
org.mockito.internal.configuration.plugins.PluginFinder#14,0.38125268315791033
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#14,0
org.mockito.exceptions.misusing.FriendlyReminderException#15,0
org.mockito.exceptions.verification.NeverWantedButInvoked#15,0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#15,0
org.mockito.exceptions.misusing.UnfinishedVerificationException#15,0
org.mockito.exceptions.misusing.NullInsteadOfMockException#15,0
org.mockito.exceptions.verification.SmartNullPointerException#15,0
org.mockito.internal.util.Checks#15,0
org.mockito.internal.progress.ThreadSafeMockingProgress#15,0.38125268315791033
org.mockito.internal.util.collections.ListUtil#15,0.6227272223526366
org.mockito.exceptions.misusing.NotAMockException#15,0
org.mockito.internal.util.reflection.FieldSetter#15,0.5748104722013495
org.mockito.internal.util.reflection.FieldReader#15,0.431417082719404
org.mockito.internal.configuration.plugins.PluginRegistry#15,0.38125268315791033
org.mockito.exceptions.misusing.MockitoConfigurationException#15,0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner#15,0
org.mockito.exceptions.verification.TooLittleActualInvocations#15,0
org.mockito.exceptions.verification.VerificationInOrderFailure#15,0
org.mockito.internal.configuration.plugins.PluginFinder#15,0.38125268315791033
org.mockito.exceptions.verification.TooManyActualInvocations#15,0
org.mockito.exceptions.misusing.MissingMethodInvocationException#15,0
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#15,0
org.mockito.exceptions.misusing.UnfinishedStubbingException#15,0
org.mockito.internal.util.MockCreationValidator#15,0.42886373618291457
org.mockito.exceptions.misusing.FriendlyReminderException#16,0
org.mockito.internal.util.reflection.LenientCopyTool#16,0.9005734800447595
org.mockito.exceptions.verification.NeverWantedButInvoked#16,0
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#16,0
org.mockito.exceptions.misusing.UnfinishedVerificationException#16,0
org.mockito.exceptions.misusing.NullInsteadOfMockException#16,0
org.mockito.internal.configuration.plugins.PluginLoader#16,0.38125268315791033
org.mockito.internal.util.collections.ListUtil#16,0.63808134583283
org.mockito.internal.util.collections.Sets#16,0.9282616269989067
org.mockito.exceptions.misusing.NotAMockException#16,0
org.mockito.internal.util.reflection.FieldSetter#16,0.5748104722013495
org.mockito.internal.util.collections.Iterables#16,0.38125268315791033
org.mockito.internal.util.reflection.FieldInitializationReport#16,0.9119069468254928
org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter#16,0.628125276286466
org.mockito.exceptions.verification.TooLittleActualInvocations#16,0
org.mockito.internal.configuration.MockAnnotationProcessor#16,0.38246006140686317
org.mockito.exceptions.verification.VerificationInOrderFailure#16,0
org.mockito.internal.configuration.plugins.PluginFinder#16,0.38125268315791033
