Line,Suspiciousness
org/jfree/data/time/TimeSeries.java#507,0
org/jfree/data/time/TimeSeries.java#504,0
org/jfree/data/time/TimeSeries.java#502,0
org/jfree/data/time/TimeSeries.java#503,0
org/jfree/data/time/TimeSeries.java#500,0
org/jfree/data/time/TimeSeries.java#501,0
org/jfree/data/time/TimeSeries.java#1151,0
org/jfree/data/time/TimeSeries.java#463,0.5434088490193097
org/jfree/data/time/TimeSeries.java#919,0
org/jfree/data/time/TimeSeries.java#1153,0
org/jfree/data/time/Month.java#157,0
org/jfree/data/time/Month.java#158,0
org/jfree/data/time/TimeSeries.java#666,0.6172178568344703
org/jfree/data/time/TimeSeries.java#917,0
org/jfree/data/time/TimeSeries.java#1152,0
org/jfree/data/time/TimeSeries.java#911,0
org/jfree/data/time/TimeSeries.java#827,0
org/jfree/data/time/TimeSeries.java#913,0
org/jfree/data/time/TimeSeries.java#912,0
org/jfree/data/time/TimeSeries.java#987,0
org/jfree/data/time/TimeSeries.java#861,0
org/jfree/data/time/TimeSeries.java#988,0
org/jfree/data/time/TimeSeries.java#862,0
org/jfree/data/time/TimeSeries.java#888,0
org/jfree/data/time/RegularTimePeriod.java#264,0
org/jfree/data/time/RegularTimePeriod.java#265,0
org/jfree/data/time/RegularTimePeriod.java#266,0
org/jfree/data/general/Series.java#203,0
org/jfree/data/time/Year.java#145,0
org/jfree/data/time/Year.java#146,0
org/jfree/data/time/TimeSeries.java#1011,0
org/jfree/data/event/SeriesChangeEvent.java#71,0.5375648642550952
org/jfree/data/event/SeriesChangeEvent.java#70,0.5375648642550952
org/jfree/data/time/TimeSeries.java#761,0
org/jfree/data/general/Series.java#114,0.5101341707108193
org/jfree/data/general/Series.java#115,0
org/jfree/data/general/Series.java#117,0.5101341707108193
org/jfree/data/general/Series.java#118,0.5101341707108193
org/jfree/data/general/Series.java#119,0.5101341707108193
org/jfree/data/time/TimeSeries.java#1013,0
org/jfree/data/general/Series.java#160,0
org/jfree/data/time/RegularTimePeriod.java#72,0.5375648642550952
org/jfree/data/time/TimeSeries.java#169,0.5101341707108193
org/jfree/data/time/RegularTimePeriod.java#71,0.5375648642550952
org/jfree/data/time/TimeSeries.java#487,0
org/jfree/data/time/TimeSeries.java#485,0
org/jfree/data/time/TimeSeries.java#484,0
org/jfree/data/time/TimeSeries.java#483,0
org/jfree/data/time/TimeSeries.java#1142,0
org/jfree/data/time/TimeSeries.java#1143,0
org/jfree/data/time/TimeSeries.java#1140,0
org/jfree/data/time/Day.java#242,0
org/jfree/data/time/TimeSeries.java#1147,0
org/jfree/data/time/TimeSeries.java#1144,0
org/jfree/data/time/TimeSeries.java#1145,0
org/jfree/data/time/TimeSeries.java#1061,0.961528114070487
org/jfree/data/time/TimeSeries.java#1060,0.961528114070487
org/jfree/data/time/TimeSeries.java#1062,0.961528114070487
org/jfree/data/time/TimeSeries.java#1064,0.961528114070487
org/jfree/data/time/TimeSeries.java#1067,0
org/jfree/data/time/TimeSeries.java#1066,0
org/jfree/data/time/TimeSeries.java#1068,0.961528114070487
org/jfree/data/general/Series.java#329,0.5375648642550952
org/jfree/data/time/Month.java#537,0
org/jfree/data/time/Month.java#535,0
org/jfree/data/time/Month.java#434,0
org/jfree/data/time/Month.java#431,0
org/jfree/data/time/Month.java#539,0
org/jfree/data/time/Day.java#166,0
org/jfree/data/time/Day.java#165,0
org/jfree/data/time/Day.java#163,0
org/jfree/data/time/Day.java#162,0
org/jfree/data/time/TimeSeries.java#711,0
org/jfree/data/time/Day.java#160,0
org/jfree/data/time/Day.java#169,0
org/jfree/data/time/Day.java#168,0
org/jfree/data/time/TimeSeries.java#916,0
org/jfree/data/general/Series.java#150,0
org/jfree/data/time/Month.java#288,0
org/jfree/data/time/Month.java#326,0
org/jfree/data/time/Month.java#325,0
org/jfree/data/time/Month.java#280,0
org/jfree/data/time/Month.java#281,0
org/jfree/data/time/Month.java#329,0
org/jfree/data/time/Month.java#328,0
org/jfree/data/time/Month.java#284,0
org/jfree/data/time/Month.java#285,0
org/jfree/data/time/FixedMillisecond.java#247,0
