Statement,Suspiciousness
org.mockito.internal.util.ArrayUtils#3,0.0
org.mockito.internal.util.ArrayUtils#5,0.0
org.mockito.internal.util.ArrayUtils#6,0.0
org.mockito.internal.util.ArrayUtils#7,0.0
org.mockito.internal.util.ArrayUtils#8,0.0
org.mockito.internal.creation.cglib.MockitoNamingPolicy#9,0.9972036441681732
org.mockito.internal.util.ArrayUtils#9,0.0
org.mockito.internal.util.ListUtil#10,0.0
org.mockito.internal.configuration.ClassPathLoader#10,0.9970834186785883
org.mockito.internal.creation.cglib.MockitoNamingPolicy#11,0.9972036441681732
org.mockito.internal.util.CreationValidator#11,0.9971279466376938
org.mockito.internal.creation.MockSettingsImpl#12,0.9971502106172466
org.mockito.internal.creation.jmock.SerializableNoOp#12,0.9972170025559048
org.mockito.internal.util.ListUtil#13,-0.0013180275895234618
org.mockito.internal.progress.ThreadSafeMockingProgress#13,0.9970834186785883
org.mockito.internal.creation.cglib.CGLIBHacker#13,0.9972170025559048
org.mockito.internal.util.ObjectMethodsGuru#13,0.9972036441681732
org.mockito.exceptions.misusing.MockitoConfigurationException#14,0.0
org.mockito.exceptions.verification.NeverWantedButInvoked#14,-2.6716775463313415e-05
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#14,-3.116957137386565e-05
org.mockito.exceptions.verification.TooLittleActualInvocations#14,-2.226397955276118e-05
org.mockito.exceptions.misusing.UnfinishedVerificationException#14,-3.5622367284417885e-05
org.mockito.exceptions.misusing.NullInsteadOfMockException#14,-1.7811183642208942e-05
org.mockito.internal.util.ListUtil#14,-0.0013180275895234618
org.mockito.exceptions.verification.VerificationInOrderFailure#14,-0.00022709259143816401
org.mockito.exceptions.verification.SmartNullPointerException#14,-1.7811183642208942e-05
org.mockito.exceptions.misusing.NotAMockException#14,-5.788634683717906e-05
org.mockito.exceptions.verification.TooManyActualInvocations#14,-1.3358387731656708e-05
org.mockito.internal.util.CreationValidator#14,0.9972125497599943
org.mockito.exceptions.misusing.MissingMethodInvocationException#14,-4.007516319497012e-05
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#14,-2.226397955276118e-05
org.mockito.exceptions.misusing.UnfinishedStubbingException#14,-2.6716775463313415e-05
org.mockito.exceptions.misusing.MockitoConfigurationException#15,0.0
org.mockito.internal.creation.cglib.MockitoNamingPolicy#15,0.9972170025559048
org.mockito.exceptions.verification.NeverWantedButInvoked#15,-2.6716775463313415e-05
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#15,-3.116957137386565e-05
org.mockito.exceptions.verification.TooLittleActualInvocations#15,-2.226397955276118e-05
org.mockito.exceptions.misusing.UnfinishedVerificationException#15,-3.5622367284417885e-05
org.mockito.exceptions.misusing.NullInsteadOfMockException#15,-1.7811183642208942e-05
org.mockito.internal.util.ListUtil#15,-0.0012156132835807604
org.mockito.exceptions.verification.VerificationInOrderFailure#15,-0.00022709259143816401
org.mockito.exceptions.verification.SmartNullPointerException#15,-1.7811183642208942e-05
org.mockito.internal.verification.RegisteredInvocations#15,0.9972170025559048
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#15,0.997145757821336
org.mockito.exceptions.misusing.NotAMockException#15,-5.788634683717906e-05
org.mockito.exceptions.verification.TooManyActualInvocations#15,-1.3358387731656708e-05
org.mockito.exceptions.verification.WantedButNotInvoked#15,-0.00012913108140601484
org.mockito.internal.util.CreationValidator#15,0.0
org.mockito.exceptions.verification.ArgumentsAreDifferent#15,0.0
org.mockito.internal.creation.jmock.SerializableNoOp#15,0.9972170025559048
org.mockito.internal.invocation.MatchersBinder#15,0.9972170025559048
org.mockito.exceptions.misusing.MissingMethodInvocationException#15,-4.007516319497012e-05
org.mockito.exceptions.misusing.WrongTypeOfReturnValue#15,-2.226397955276118e-05
org.mockito.exceptions.misusing.UnfinishedStubbingException#15,-2.6716775463313415e-05
org.mockito.internal.progress.MockingProgressImpl#16,0.9970834186785883
org.mockito.internal.util.ListUtil#16,-0.0012111604876702082
org.mockito.internal.progress.ThreadSafeMockingProgress#16,0.9970834186785883
org.mockito.internal.util.MockName#16,0.9972170025559048
org.mockito.exceptions.verification.WantedButNotInvoked#16,-0.00012913108140601484
org.mockito.exceptions.verification.ArgumentsAreDifferent#16,0.0
org.mockito.internal.debugging.DebuggingInfo#16,0.9970834186785883
org.mockito.exceptions.base.MockitoAssertionError#17,-0.0005343355092662683
org.mockito.exceptions.verification.NoInteractionsWanted#17,-0.00010686710185325366
org.mockito.exceptions.base.MockitoException#17,0.0
org.mockito.internal.util.MockName#17,0.9972170025559048
org.mockito.internal.util.CreationValidator#17,0.9972125497599943
org.mockito.exceptions.verification.NoInteractionsWanted#18,-0.00010686710185325366
org.mockito.internal.util.ListUtil#18,-0.0012156132835807604
org.mockito.internal.progress.MockingProgressImpl#18,0.9970834186785883
org.mockito.exceptions.base.MockitoException#18,0.0
org.mockito.exceptions.misusing.MockitoConfigurationException#18,0.0
org.mockito.internal.verification.RegisteredInvocations#18,0.9972170025559048
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#18,0.997145757821336
org.mockito.internal.util.MockName#18,0.9981031089421047
org.mockito.internal.util.ObjectMethodsGuru#18,-0.001887985466074148
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#18,-4.4527959105522356e-06
org.mockito.internal.configuration.ClassPathLoader#18,0.9970834186785883
org.mockito.internal.debugging.DebuggingInfo#18,0.9970834186785883
org.mockito.internal.stubbing.defaultanswers.GloballyConfiguredAnswer#19,0.9971680218008888
org.mockito.exceptions.base.MockitoAssertionError#19,-0.0005343355092662683
org.mockito.internal.util.ListUtil#19,-0.0013180275895234618
org.mockito.internal.progress.MockingProgressImpl#19,0.9970834186785883
org.mockito.exceptions.base.MockitoException#19,0.0
org.mockito.exceptions.misusing.MockitoConfigurationException#19,0.0
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#19,0.997145757821336
org.mockito.internal.creation.jmock.SearchingClassLoader#19,0.0
org.mockito.internal.util.MockName#19,0.9981031089421047
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#19,-4.4527959105522356e-06
org.mockito.internal.debugging.DebuggingInfo#19,0.9970834186785883
