Line,Suspiciousness
com/google/javascript/rhino/SourcePosition.java#102,0.0
com/google/javascript/rhino/SourcePosition.java#103,0.0
com/google/javascript/rhino/SourcePosition.java#101,0.0
com/google/javascript/jscomp/DefaultPassConfig.java#2340,0.0
com/google/javascript/rhino/SourcePosition.java#104,0.0
com/google/javascript/rhino/SourcePosition.java#105,0.0
com/google/javascript/jscomp/TypedScopeCreator.java#549,0.0005134348793428033
com/google/javascript/jscomp/TypeValidator.java#425,0.0
com/google/javascript/jscomp/TypedScopeCreator.java#2010,0.0
com/google/javascript/jscomp/CheckAccessControls.java#97,0.00042763470493205357
com/google/javascript/rhino/jstype/ObjectType.java#470,0.0
com/google/javascript/jscomp/DisambiguateProperties.java#868,0.0
com/google/javascript/jscomp/ProcessDefines.java#298,0.0
com/google/javascript/rhino/jstype/ObjectType.java#477,0.0005178663904712584
com/google/javascript/rhino/jstype/ObjectType.java#478,0.0005178663904712584
com/google/javascript/jscomp/ProcessDefines.java#297,0.0
com/google/javascript/jscomp/parsing/JsDocInfoParser.java#618,0.0
com/google/javascript/jscomp/ProcessDefines.java#292,0.0
com/google/javascript/jscomp/ProcessDefines.java#293,0.0
com/google/javascript/jscomp/ProcessDefines.java#290,0.0
com/google/javascript/jscomp/TypedScopeCreator.java#545,0.0
com/google/javascript/jscomp/TypeInference.java#640,0.0
com/google/javascript/jscomp/TypeInference.java#641,0.0
com/google/javascript/jscomp/TypeInference.java#314,0.0005142563282098166
com/google/javascript/jscomp/TypeInference.java#315,0.0005142563282098166
com/google/javascript/rhino/JSDocInfo.java#849,0.0
com/google/javascript/jscomp/TypedScopeCreator.java#546,0.0
com/google/javascript/jscomp/TypeInference.java#310,0.0005077860528097495
com/google/javascript/jscomp/TypeInference.java#311,0.0005077860528097495
com/google/javascript/rhino/JSDocInfo.java#845,0.0
com/google/javascript/jscomp/Compiler.java#1415,0.0
com/google/javascript/jscomp/Compiler.java#1416,0.0
com/google/javascript/rhino/JSDocInfo.java#846,0.0
com/google/javascript/jscomp/Compiler.java#1410,0.0
com/google/javascript/jscomp/Compiler.java#1411,0.0
com/google/javascript/jscomp/TypeInference.java#318,0.0
com/google/javascript/jscomp/graph/LinkedDirectedGraph.java#276,0.0
com/google/javascript/jscomp/ProcessClosurePrimitives.java#622,0.0
com/google/javascript/jscomp/TypeCheck.java#59,0.00042763470493205357
com/google/javascript/rhino/jstype/UnionTypeBuilder.java#298,0.00041684035014589413
com/google/javascript/jscomp/TypedScopeCreator.java#2019,0.0005088770779147348
com/google/javascript/jscomp/graph/LinkedDirectedGraph.java#270,0.0
com/google/javascript/jscomp/graph/LinkedDirectedGraph.java#271,0.0
com/google/javascript/rhino/jstype/UnionTypeBuilder.java#293,0.0
com/google/javascript/rhino/jstype/UnionTypeBuilder.java#292,0.0005842638275772526
com/google/javascript/jscomp/CompilerOptions.java#354,0.0
com/google/javascript/jscomp/TypedScopeCreator.java#2018,0.0005066996959801824
com/google/javascript/jscomp/CompilerOptions.java#353,0.0
com/google/javascript/rhino/jstype/UnionTypeBuilder.java#295,0.0005849093390524469
com/google/javascript/jscomp/Compiler.java#811,0.0
