Line,Suspiciousness
org/mockito/internal/creation/jmock/ClassImposterizer.java#89,0.0033277870216306127
org/mockito/AdditionalMatchers.java#819,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#82,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#81,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#86,0.0033277870216306127
org/mockito/internal/creation/jmock/ClassImposterizer.java#87,0
org/mockito/internal/creation/jmock/ClassImposterizer.java#84,0.0033277870216306127
org/mockito/internal/creation/jmock/ClassImposterizer.java#85,0.0033277870216306127
org/mockito/internal/creation/MethodInterceptorFilter.java#61,0.004282655246252709
org/mockito/exceptions/Reporter.java#182,0
org/mockito/exceptions/Reporter.java#183,0
org/mockito/exceptions/Reporter.java#180,0
org/mockito/exceptions/Reporter.java#181,0
org/mockito/exceptions/Reporter.java#188,0
org/mockito/exceptions/Reporter.java#189,0
org/mockito/internal/invocation/ArgumentsComparator.java#68,0.09999999999999998
org/mockito/internal/invocation/ArgumentsComparator.java#64,0
org/mockito/internal/invocation/ArgumentsComparator.java#63,0.0714285714285714
org/mockito/internal/invocation/ArgumentsComparator.java#60,0
org/mockito/internal/creation/ClassNameFinder.java#10,0
org/mockito/internal/creation/ClassNameFinder.java#11,0
org/mockito/internal/creation/ClassNameFinder.java#13,0
org/mockito/internal/progress/ThreadSafeMockingProgress.java#20,0.00327332242225864
org/mockito/internal/matchers/Equals.java#47,0
org/mockito/internal/matchers/Equals.java#44,0
org/mockito/internal/matchers/Equals.java#45,0
org/mockito/internal/matchers/Equals.java#42,0
org/mockito/internal/matchers/Equals.java#43,0
org/mockito/internal/invocation/InvocationMarker.java#27,0
org/mockito/internal/MockitoCore.java#62,0
org/mockito/internal/MockitoCore.java#60,0
org/mockito/internal/MockitoCore.java#61,0
org/mockito/internal/MockitoCore.java#64,0
org/mockito/internal/MockitoCore.java#65,0
org/mockito/internal/MockitoCore.java#69,0
org/mockito/internal/invocation/InvocationMarker.java#23,0
org/mockito/internal/invocation/InvocationMarker.java#20,0
org/mockito/internal/invocation/Invocation.java#235,0
org/mockito/internal/invocation/Invocation.java#232,0
org/mockito/internal/invocation/Invocation.java#230,0
org/mockito/internal/invocation/Invocation.java#231,0
org/mockito/internal/invocation/Invocation.java#239,0.00666666666666671
org/mockito/exceptions/Reporter.java#334,0
org/mockito/exceptions/Reporter.java#428,0
org/mockito/exceptions/Reporter.java#332,0
org/mockito/exceptions/Reporter.java#338,0
org/mockito/internal/creation/MockSettingsImpl.java#28,0
org/mockito/internal/creation/MockSettingsImpl.java#29,0
org/mockito/internal/creation/MockSettingsImpl.java#23,0
org/mockito/internal/creation/MockSettingsImpl.java#24,0
org/mockito/internal/matchers/Equality.java#18,0
org/mockito/internal/matchers/Equality.java#14,0
org/mockito/internal/matchers/Equality.java#15,0
org/mockito/internal/matchers/Equality.java#16,0
org/mockito/internal/progress/ArgumentMatcherStorageImpl.java#80,0
org/mockito/internal/matchers/Equality.java#10,0
org/mockito/internal/matchers/Equality.java#13,0
org/mockito/internal/MockitoCore.java#88,0
org/mockito/internal/MockitoCore.java#89,0
org/mockito/internal/matchers/LocalizedMatcher.java#19,0.013513513513513487
org/mockito/exceptions/misusing/WrongTypeOfReturnValue.java#15,0
org/mockito/internal/MockitoCore.java#80,0
org/mockito/internal/MockitoCore.java#81,0
org/mockito/internal/MockitoCore.java#83,0
org/mockito/internal/MockitoCore.java#84,0
org/mockito/internal/MockitoCore.java#86,0
org/mockito/internal/MockitoCore.java#87,0
org/mockito/internal/matchers/ArrayEquals.java#40,0
org/mockito/internal/matchers/ArrayEquals.java#41,0
org/mockito/internal/matchers/ArrayEquals.java#43,0
org/mockito/internal/matchers/Find.java#19,0
org/mockito/internal/matchers/Find.java#18,0
org/mockito/internal/matchers/ArrayEquals.java#47,0
org/mockito/internal/matchers/ArrayEquals.java#48,0
org/mockito/Matchers.java#553,0
org/mockito/exceptions/Reporter.java#440,0
org/mockito/exceptions/Reporter.java#425,0
org/mockito/exceptions/Reporter.java#424,0
org/mockito/exceptions/Reporter.java#427,0
org/mockito/exceptions/Reporter.java#426,0
org/mockito/internal/creation/DelegatingMethod.java#41,0.0042918454935622075
org/mockito/internal/creation/DelegatingMethod.java#46,0
org/mockito/internal/progress/MockingProgressImpl.java#56,0
org/mockito/internal/progress/MockingProgressImpl.java#57,0
org/mockito/internal/progress/MockingProgressImpl.java#55,0
org/mockito/internal/progress/MockingProgressImpl.java#52,0.004366812227074246
org/mockito/configuration/DefaultMockitoConfiguration.java#46,0
org/mockito/internal/progress/MockingProgressImpl.java#51,0.004237288135593209
org/mockito/internal/stubbing/InvocationContainerImpl.java#60,0
org/mockito/internal/stubbing/InvocationContainerImpl.java#62,0.005780346820809301
org/mockito/internal/verification/AtLeast.java#52,0
org/mockito/internal/stubbing/InvocationContainerImpl.java#64,0.005780346820809301
org/mockito/internal/stubbing/InvocationContainerImpl.java#67,0
org/mockito/internal/matchers/EqualsWithDelta.java#27,0
org/mockito/internal/matchers/EqualsWithDelta.java#26,0
org/mockito/internal/matchers/EqualsWithDelta.java#21,0
org/mockito/internal/matchers/EqualsWithDelta.java#20,0
org/mockito/internal/matchers/EqualsWithDelta.java#23,0
org/mockito/internal/matchers/EqualsWithDelta.java#22,0
org/mockito/Matchers.java#171,0
org/mockito/internal/configuration/GlobalConfiguration.java#19,0.00327332242225864
org/mockito/internal/matchers/EqualsWithDelta.java#29,0
org/mockito/internal/matchers/EqualsWithDelta.java#28,0
org/mockito/internal/invocation/Invocation.java#111,0
org/mockito/internal/invocation/Invocation.java#110,0
org/mockito/Matchers.java#605,0
org/mockito/exceptions/Reporter.java#479,0
org/mockito/internal/runners/RunnerFactory.java#50,0
org/mockito/Matchers.java#516,0
org/mockito/internal/stubbing/InvocationContainerImpl.java#87,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues.java#86,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues.java#87,0
org/mockito/Mockito.java#742,0.007042253521126751
org/mockito/Mockito.java#743,0.007042253521126751
org/mockito/MockitoAnnotations.java#95,0.00327332242225864
org/mockito/Mockito.java#741,0.007042253521126751
org/mockito/AdditionalMatchers.java#729,0
org/mockito/internal/stubbing/InvocationContainerImpl.java#83,0
org/mockito/Matchers.java#677,0
org/mockito/internal/invocation/SerializableMethod.java#26,0.011235955056179803
org/mockito/internal/invocation/SerializableMethod.java#27,0.011235955056179803
org/mockito/internal/invocation/SerializableMethod.java#24,0.011235955056179803
org/mockito/internal/invocation/SerializableMethod.java#25,0.011235955056179803
org/mockito/exceptions/Reporter.java#117,0
org/mockito/internal/invocation/InvocationMatcher.java#44,0.004158004158004158
org/mockito/runners/MockitoJUnit44Runner.java#53,0
org/mockito/internal/invocation/InvocationMatcher.java#48,0.002481389578163795
org/mockito/internal/invocation/SerializableMethod.java#28,0.011235955056179803
org/mockito/internal/invocation/SerializableMethod.java#29,0.011235955056179803
org/mockito/exceptions/Reporter.java#119,0
org/mockito/exceptions/verification/WantedButNotInvoked.java#20,0
org/mockito/internal/exceptions/base/StackTraceFilter.java#29,0.0035460992907800915
org/mockito/internal/stubbing/ConsecutiveStubbing.java#14,0.007194244604316502
org/mockito/internal/stubbing/ConsecutiveStubbing.java#15,0.007194244604316502
org/mockito/internal/stubbing/ConsecutiveStubbing.java#16,0.007194244604316502
org/mockito/internal/matchers/Any.java#25,0
org/mockito/internal/stubbing/ConsecutiveStubbing.java#19,0
org/mockito/internal/creation/cglib/CGLIBHacker.java#44,0.004166666666666652
org/mockito/internal/creation/cglib/CGLIBHacker.java#42,0
org/mockito/internal/creation/cglib/CGLIBHacker.java#41,0.004166666666666652
org/mockito/internal/progress/ArgumentMatcherStorageImpl.java#51,0
org/mockito/internal/progress/ArgumentMatcherStorageImpl.java#52,0
org/mockito/internal/progress/ArgumentMatcherStorageImpl.java#53,0
org/mockito/internal/progress/ArgumentMatcherStorageImpl.java#54,0
org/mockito/AdditionalMatchers.java#159,0
org/mockito/exceptions/verification/junit/JUnitTool.java#33,0
org/mockito/exceptions/verification/junit/JUnitTool.java#31,0
